Actividades.id,Actividades.nombre,Actividades.tipo,Actividades.prioridad,Actividades.idSeccion,Actividades.fechaListo,Actividades.idAct
391,Descomposición en factores primos,video,37,77,2018-07-10 20:08:21,30
392,Factoriza un número compuesto,ejercicio,38,77,2018-07-10 20:15:52,244
393,Máximo común divisor,notas,39,77,2018-07-10 20:17:49,137
394,Máximo común divisor,video,40,77,2018-07-10 20:26:10,31
395,Evalúa el MCD,ejercicio,41,77,2018-07-10 20:30:17,245
396,Mínimo común múltiplo,notas,42,77,2018-07-10 20:34:09,138
397,Mínimo común múltiplo,video,43,77,2018-07-10 20:39:16,32
398,Evalúa el mcm,ejercicio,44,77,2018-07-10 20:41:35,246
783,Trinomio cuadrado perfecto,ejercicio,6,110,2018-07-23 20:55:55,467
784,Factorización general 1,ejercicio,7,110,2018-07-23 21:00:42,468
785,Factorización general 2,ejercicio,8,110,2018-07-23 21:02:57,469
851,Factorización en binomios al cubo,notas,1,121,2018-07-24 12:33:51,292
826,Ejemplo del cuadrado de un binomio,video,10,118,2018-07-24 07:00:02,47
1161,Altura del globo,ejercicio,6,152,2018-08-01 10:58:55,730
41,Perpendicular a una Recta y Mínima Distancia,ejercicio,12,14,2018-06-24 10:53:24,49
909,Método de suma y resta,notas,3,128,2018-07-25 11:03:27,307
923,Sistema de ecuaciones 4,ejercicio,4,131,2018-07-25 13:04:49,563
924,Sistema de ecuaciones 5,ejercicio,5,131,2018-07-25 13:05:34,564
872,Gráfica de una función,notas,5,122,2018-07-24 19:08:07,297
907,Método de sustitución,notas,1,128,2018-07-25 10:36:23,306
913,Distancia entre Puntos,ejercicio,1,130,2018-07-25 12:13:06,556
908,Resuelve sistema mediante sustitución,ejercicio,2,128,2018-07-25 10:56:25,554
1133,Cálculo de un ángulo,ejercicio,15,15,2018-07-30 08:20:53,715
99,Longitud de un lado I,ejercicio,7,15,2018-06-28 23:31:20,77
159,Longitud de un lado II,ejercicio,8,15,2018-07-03 21:31:40,113
161,Longitud de un lado ,ejercicio,4,16,2018-07-04 07:32:46,115
897,Diferencia de cuadrados,ejercicio,4,126,2018-07-25 08:44:50,546
898,Trinomio cuadrado perfecto,ejercicio,8,126,2018-07-25 08:45:45,547
900,Binomios cúbicos,ejercicio,10,126,2018-07-25 08:49:59,549
946,Grado de polinomio 3,ejercicio,3,134,2018-07-25 20:09:42,582
949,Multiplicación de polinomios,ejercicio,6,134,2018-07-25 20:13:31,585
933,Longitud hasta el Punto Medio,ejercicio,9,130,2018-07-25 13:38:46,572
1074,Identidad de adición y sustracción II,ejercicio,17,12,2018-07-29 13:07:19,670
399,Diferencia negativa,notas,4,78,2018-07-11 17:59:12,139
